Word,POS Tag,Frequency
use,PROPN,2
assessment,NOUN,3
across,ADP,1
nature,NOUN,1
occurrence,NOUN,2
impact,NOUN,6
occur,NOUN,1
consider,VERB,3
determine,VERB,1
importance,NOUN,5
follow,VERB,1
urgency,PROPN,1
proximity,NOUN,1
require,VERB,3
near,ADP,1
term,NOUN,4
urgent,ADJ,1
indicators,PROPN,1
urgency,NOUN,1
include,VERB,3
lead,ADJ,1
time,NOUN,2
necessary,ADJ,1
execute,NOUN,1
clarity,NOUN,1
symptom,PROPN,1
warn,PROPN,1
sign,NOUN,1
also,ADV,2
know,VERB,1
detectability,NOUN,1
trigger,VERB,1
manageability,PROPN,1
manageable,ADJ,1
would,AUX,1
waste,VERB,1
resource,NOUN,3
attempt,NOUN,1
team,NOUN,1
examine,VERB,1
decide,VERB,1
go,VERB,1
forward,ADV,1
perhaps,ADV,2
establish,VERB,1
contingency,NOUN,1
reserve,NOUN,1
stop,VERB,1
pose,VERB,1
unmanageable,ADJ,1
threat,NOUN,1
opportunity,NOUN,1
miss,VERB,1
consequence,NOUN,1
inform,PROPN,1
customer,NOUN,1
ask,VERB,1
decision,NOUN,1
point,NOUN,1
view,NOUN,1
mpact,ADJ,1
external,ADJ,1
increase,VERB,1
affect,ADJ,1
enterprise,NOUN,1
beyond,ADP,1
consistently,ADV,1
example,NOUN,1
level,NOUN,2
assist,NOUN,1
provider,NOUN,1
give,VERB,1
realistic,ADJ,2
communication,NOUN,2
result,VERB,2
collect,PROPN,2
high,PROPN,1
quality,PROPN,1
information,PROPN,1
ollection,VERB,1
often,ADV,2
available,ADJ,1
historic,ADJ,1
database,NOUN,2
gather,VERB,3
interview,NOUN,2
workshop,NOUN,2
mean,NOUN,1
expert,NOUN,1
judgment,NOUN,2
data,PROPN,2
subject,VERB,1
report,VERB,1
intentional,ADJ,1
bias,NOUN,1
bias,PROPN,2
remedie,VERB,1
possible,ADJ,1
different,ADJ,1
unbiased,ADJ,1
find,VERB,1
iterative,PROPN,1
success,NOUN,2
qualitative,VERB,1
periodically,ADV,2
throughout,ADP,1
impossible,ADJ,1
know,NOUN,1
advance,NOUN,1
therefore,ADV,2
identify,VERB,4
repeat,VERB,1
frequency,NOUN,1
effort,NOUN,1
plan,NOUN,3
depend,VERB,1
event,NOUN,3
within,ADP,1
tools,PROPN,1
techniques,PROPN,1
tool,NOUN,8
illustrate,VERB,1
figure,NOUN,1
select,PROPN,1
characteristics,PROPN,1
importance,PROPN,1
q,PROPN,1
ualitative,ADJ,1
way,NOUN,1
distinguish,ADJ,2
less,ADV,2
make,VERB,2
interest,NOUN,3
advance,PROPN,1
implement,NOUN,1
order,NOUN,1
e,NOUN,1
moderate,ADJ,1
low,ADJ,2
organization,NOUN,3
specify,NOUN,1
combination,NOUN,3
characteristic,NOUN,1
degree,NOUN,1
analyze,PROPN,1
ssessment,NOUN,1
datum,NOUN,2
collection,NOUN,1
evaluation,NOUN,1
reference,NOUN,1
prior,ADJ,1
support,NOUN,1
attention,NOUN,1
protect,NOUN,1
rely,NOUN,1
expert,ADJ,1
prioritize,PROPN,2
probability,PROPN,2
impact,PROPN,2
specifi,PROPN,3
objectives,PROPN,1
ome,NOUN,1
permit,VERB,1
affect,VERB,1
capability,NOUN,1
provide,NOUN,1
specifi,NOUN,3
useful,ADJ,1
since,SCONJ,1
uneven,ADJ,1
various,ADJ,1
overall,PROPN,1
reason,NOUN,2
construct,VERB,1
measure,NOUN,2
entire,ADJ,2
contrast,NOUN,1
ease,NOUN,1
single,ADJ,1
prioritization,NOUN,1
index,NOUN,3
need,VERB,1
explicit,ADJ,1
usually,ADV,3
refl,ADJ,1
ect,NOUN,1
preference,NOUN,1
among,ADP,1
document,NOUN,2
categorize,PROPN,1
categorizing,PROPN,1
appropriately,ADV,1
improve,VERB,2
magnitude,NOUN,3
understand,VERB,3
relationship,NOUN,1
well,ADV,2
understanding,NOUN,1
possibility,NOUN,1
separate,ADJ,1
independent,ADJ,1
instance,NOUN,1
reveal,VERB,1
whole,ADV,1
along,ADP,1
strategy,NOUN,1
might,AUX,2
simultaneously,ADV,1
alternatively,ADV,1
link,VERB,1
other,ADJ,1
causal,NOUN,1
chain,NOUN,2
implication,NOUN,1
recovery,NOUN,1
picture,NOUN,1
problem,NOUN,1
mitigation,NOUN,1
scarce,ADJ,1
combine,NOUN,1
breakdown,NOUN,2
structure,NOUN,3
show,NOUN,2
cluster,NOUN,1
work,NOUN,1
wbs,PROPN,1
exhibit,NOUN,1
schedule,NOUN,1
indicate,VERB,1
activity,NOUN,1
reduce,VERB,1
uncertainty,NOUN,1
realism,NOUN,1
usefulness,NOUN,1
add,VERB,1
undifferentiated,ADJ,1
category,NOUN,1
priorities,PROPN,1
base,VERB,1
whole,ADJ,1
assign,VERB,1
store,VERB,1
register,VERB,1
easy,ADJ,1
update,VERB,1
new,ADJ,1
register,NOUN,1
post,NOUN,1
participant,NOUN,1
responsible,ADJ,1
action,NOUN,1
judge,PROPN,1
segregate,NOUN,1
plan,VERB,1
generally,ADV,1
monitor,VERB,1
frequently,ADV,1
place,VERB,1
watch,NOUN,1
review,NOUN,1
change,VERB,1
status,NOUN,1
