Word,POS Tag,Frequency
uncertainty,PROPN,1
probability,PROPN,2
address,NOUN,1
cally,ADV,1
method,VERB,1
able,ADJ,1
handle,NOUN,1
predominantly,ADV,1
distribution,NOUN,4
range,NOUN,1
outcome,NOUN,1
good,ADJ,1
tool,NOUN,3
combination,NOUN,1
uncertain,ADJ,1
gathering,PROPN,1
ata,NOUN,1
historical,ADJ,1
questionnaire,NOUN,1
potential,ADJ,1
relationship,NOUN,1
correlation,NOUN,1
effective,PROPN,1
presentation,PROPN,1
result,NOUN,5
standard,ADJ,1
scheduling,NOUN,1
completion,NOUN,1
date,NOUN,1
expect,VERB,1
follow,VERB,1
fi,NOUN,1
nishe,ADJ,1
budget,PROPN,1
mount,PROPN,1
contingency,PROPN,4
need,AUX,1
provide,NOUN,2
confi,NOUN,2
dence,NOUN,2
dentity,NOUN,1
location,NOUN,1
sensitivity,NOUN,1
criticality,NOUN,1
illustrate,ADJ,1
structure,NOUN,1
iterative,PROPN,1
enhance,NOUN,1
periodically,ADV,1
throughout,ADP,1
impossible,ADJ,1
know,NOUN,1
advance,NOUN,1
repeat,NOUN,1
proceed,VERB,1
frequency,NOUN,1
see,VERB,2
monitor,PROPN,1
control,PROPN,1
chapter,PROPN,1
information,PROPN,1
response,PROPN,1
planning,PROPN,1
verall,NOUN,1
reserve,NOUN,3
refl,PROPN,1
ected,ADJ,1
modify,VERB,1
indicate,VERB,1
adjustment,NOUN,1
scope,NOUN,3
need,VERB,1
change,NOUN,2
agree,VERB,1
document,NOUN,1
new,ADJ,2
carry,VERB,1
refl,ADJ,1
ect,NOUN,1
aspect,NOUN,1
documenting,PROPN,1
respectively,ADV,1
establish,VERB,2
prudent,ADJ,1
target,NOUN,1
realistic,ADJ,1
expectation,NOUN,1
capture,NOUN,1
judge,NOUN,1
priority,NOUN,1
exceed,VERB,1
lso,ADV,1
less,ADJ,1
urgency,ADJ,1
responses,PROPN,1
chapter,NOUN,1
amount,NOUN,1
necessary,ADJ,1
record,NOUN,1
pass,NOUN,1
person,NOUN,1
group,NOUN,1
responsible,ADJ,1
action,NOUN,1
full,ADJ,1
