Word,POS Tag,Frequency
effect,NOUN,7
consideration,NOUN,2
assist,NOUN,1
complete,PROPN,1
statement,PROPN,1
dentifi,PROPN,1
clearly,ADV,1
unambiguously,ADV,2
describe,AUX,1
understand,VERB,1
responsible,ADJ,1
assessment,NOUN,5
single,ADJ,3
word,NOUN,1
phrase,NOUN,1
resource,NOUN,1
logistic,ADJ,1
inadequate,ADJ,1
communicate,VERB,1
nature,NOUN,1
detailed,ADJ,2
description,NOUN,4
require,VERB,1
explicitly,ADV,2
state,NOUN,1
cause,VERB,3
ownership,PROPN,1
level,PROPN,1
detail,PROPN,1
number,NOUN,1
detail,NOUN,3
generalize,VERB,1
make,VERB,1
diffi,NOUN,1
cult,NOUN,1
develop,VERB,1
assign,NOUN,2
ownership,NOUN,1
describe,VERB,4
lot,NOUN,1
create,VERB,1
great,ADJ,1
deal,NOUN,1
work,NOUN,1
owner,NOUN,2
clear,ADJ,1
responsibility,NOUN,1
accountability,NOUN,1
trigger,PROPN,1
objectivity,PROPN,1
human,ADJ,1
activity,NOUN,1
susceptible,ADJ,1
bias,NOUN,6
especially,ADV,1
deal,VERB,1
motivational,NOUN,1
someone,PRON,1
try,VERB,1
direction,NOUN,1
another,DET,1
cognitive,ADJ,1
people,NOUN,1
use,VERB,7
good,ADJ,1
judgment,NOUN,1
apply,VERB,1
heuristic,NOUN,1
occur,AUX,1
address,NOUN,2
sources,PROPN,1
wherever,SCONJ,1
proactively,ADV,1
aim,VERB,1
minimize,VERB,1
subjectivity,NOUN,1
allow,VERB,1
open,ADJ,1
honest,ADJ,1
tools,PROPN,1
techniques,PROPN,2
tool,NOUN,2
technique,NOUN,10
fall,VERB,1
follow,NOUN,1
three,NUM,3
category,NOUN,4
illustrate,NOUN,1
figure,NOUN,1
figure,PROPN,3
identification,PROPN,1
historical,PROPN,3
review,PROPN,1
past,ADP,1
either,PRON,1
similar,ADJ,3
organization,NOUN,1
comparable,ADJ,2
organization,PROPN,1
historical,ADJ,3
approach,NOUN,1
rely,VERB,3
careful,ADJ,1
selection,NOUN,1
situation,NOUN,2
genuinely,ADV,1
current,ADJ,5
ltere,ADJ,1
datum,PROPN,1
relevant,ADJ,2
case,NOUN,1
select,PROPN,1
ask,VERB,1
whether,SCONJ,1
arise,VERB,1
urrent,ADJ,1
analyze,VERB,1
characteristic,ADJ,1
framework,NOUN,1
model,NOUN,1
order,NOUN,3
area,NOUN,1
unlike,ADP,1
approach,VERB,1
outside,ADP,1
reference,NOUN,1
purely,ADV,1
examination,NOUN,1
creativity,PROPN,1
wide,ADJ,1
creativity,NOUN,2
encourage,VERB,1
imagination,NOUN,1
outcome,NOUN,1
depend,VERB,2
ability,NOUN,2
participant,NOUN,2
think,VERB,2
creatively,ADV,2
use,NOUN,3
either,CCONJ,1
singly,ADV,1
group,NOUN,1
employ,NOUN,1
vary,ADJ,1
degree,NOUN,1
structure,NOUN,3
success,NOUN,1
skilled,ADJ,1
facilitator,NOUN,1
ach,NOUN,1
strength,NOUN,1
weaknesse,ADJ,1
expect,VERB,1
reveal,VERB,1
process,VERB,3
particular,ADJ,1
combination,NOUN,1
perhaps,ADV,1
select,VERB,1
example,NOUN,1
choose,VERB,1
checklist,PROPN,1
together,ADV,1
assumption,NOUN,1
analysis,NOUN,1
brainstorm,NOUN,1
use,PROPN,1
breakdown,NOUN,1
organize,VERB,1
category,ADJ,1
prompt,NOUN,1
list,NOUN,2
set,VERB,1
generic,ADJ,1
assist,VERB,1
replace,VERB,1
original,ADJ,1
thinking,NOUN,1
whichever,PROPN,1
important,ADJ,1
focus,VERB,1
actual,ADJ,1
distract,NOUN,1
dilute,VERB,1
non,ADJ,1
structured,ADJ,1
clarity,NOUN,1
meta,ADJ,1
language,NOUN,1
offer,VERB,1
useful,ADJ,1
way,NOUN,1
distinguish,ADJ,1
cause,SCONJ,3
part,NOUN,1
statement,NOUN,1
form,NOUN,1
result,NOUN,3
would,AUX,1
lead,VERB,1
relationship,NOUN,1
show,NOUN,1
effect,PROPN,1
documenting,PROPN,1
capture,VERB,1
currently,ADV,1
main,ADJ,1
output,NOUN,1
register,NOUN,1
include,VERB,2
nominate,VERB,1
trigger,NOUN,1
preliminary,ADJ,1
