Word,POS Tag,Frequency
collaboration,NOUN,1
overall,PROPN,3
authority,NOUN,2
awareness,PROPN,1
report,NOUN,6
item,NOUN,3
meet,NOUN,1
agenda,NOUN,5
team,NOUN,17
member,NOUN,13
importance,NOUN,4
fully,ADV,4
senior,ADJ,3
sponsor,NOUN,6
sponsor,PROPN,1
feedback,NOUN,3
also,ADV,13
motivate,VERB,1
demonstrate,VERB,1
interest,NOUN,3
takeholder,NOUN,1
perception,NOUN,2
handle,NOUN,2
number,NOUN,6
crucial,ADJ,1
whenever,SCONJ,1
communicate,VERB,2
honest,ADJ,1
adapt,NOUN,5
support,NOUN,8
tools,PROPN,5
techniques,PROPN,15
standard,ADJ,19
monitoring,NOUN,1
controlling,NOUN,1
require,NOUN,7
support,VERB,1
track,VERB,2
overall,ADJ,24
well,INTJ,3
individual,ADJ,17
managing,PROPN,1
contingency,PROPN,8
reserves,PROPN,2
allocate,VERB,1
separately,ADV,1
cover,NOUN,4
technique,NOUN,44
allow,PROPN,1
assess,NOUN,8
point,NOUN,5
whether,PRON,2
confi,NOUN,6
dence,NOUN,6
buffer,NOUN,7
closely,ADV,1
scheduling,NOUN,3
whereas,SCONJ,2
compatible,ADJ,1
nancial,ADJ,2
practice,NOUN,17
trend,NOUN,1
forecast,NOUN,3
future,NOUN,1
determine,VERB,13
reserve,NOUN,7
suffi,NOUN,2
cient,NOUN,1
progress,NOUN,2
spend,VERB,2
consolidated,ADJ,1
tracking,PROPN,2
rigger,NOUN,1
evaluate,VERB,7
baseline,PROPN,1
thresholds,PROPN,3
base,PROPN,2
actual,ADJ,5
choose,AUX,1
deliverable,ADJ,3
performance,NOUN,4
feature,NOUN,3
order,NOUN,10
expect,VERB,18
effect,NOUN,22
compliance,PROPN,2
degree,NOUN,5
variation,NOUN,3
baseline,NOUN,1
record,PROPN,2
metric,PROPN,1
normally,ADV,2
documenting,PROPN,1
results,PROPN,1
nal,ADJ,3
datum,NOUN,13
use,NOUN,36
nish,ADJ,2
nition,NOUN,14
must,AUX,7
storage,NOUN,1
previously,ADV,4
goal,NOUN,1
signifi,NOUN,8
can,AUX,13
not,PART,13
risk,VERB,1
record,NOUN,2
concrete,ADJ,1
learn,NOUN,1
inclusion,NOUN,1
learn,PROPN,1
document,NOUN,11
vehicle,NOUN,1
follow,VERB,7
type,NOUN,5
often,ADV,14
detection,NOUN,1
unplanne,VERB,1
effectiveness,PROPN,4
avoidance,NOUN,1
exploitation,NOUN,1
transfer,NOUN,1
share,VERB,1
undocumented,ADJ,1
datum,PROPN,5
mitigation,NOUN,1
enhancement,NOUN,1
threat,NOUN,20
opportunity,NOUN,19
onsolidate,ADJ,1
expend,NOUN,1
costs,PROPN,1
benefi,NOUN,2
ts,ADP,3
activity,NOUN,13
archive,NOUN,1
index,VERB,1
facilitate,PROPN,1
retrieval,PROPN,1
easy,ADJ,1
arise,VERB,12
appendix,PROPN,54
guidelines,PROPN,4
pmi,PROPN,22
introduction,PROPN,2
standard,NOUN,11
characterized,ADJ,1
follow,NOUN,9
cid,NOUN,7
ach,PROPN,2
provide,NOUN,6
mechanic,PROPN,1
e,PROPN,25
g,PROPN,29
nuts,PROPN,1
bolt,NOUN,1
basic,ADJ,2
fundamental,ADJ,4
usage,NOUN,3
guide,NOUN,3
operate,VERB,2
process,VERB,4
input,NOUN,12
cid,PROPN,2
necessarily,ADV,2
mirror,NOUN,1
phase,NOUN,5
many,ADJ,7
however,ADV,1
completion,NOUN,6
mirror,VERB,1
knowledge,PROPN,5
areas,PROPN,1
guide,PROPN,13
body,PROPN,5
pmbok,PROPN,7
fourth,PROPN,5
edition,PROPN,10
although,SCONJ,1
suffi,PROPN,1
cient,PROPN,1
background,NOUN,3
practice,VERB,6
name,NOUN,2
area,PROPN,2
cid,VERB,1
clarifi,PROPN,1
perform,PROPN,10
community,NOUN,1
processes,PROPN,1
restrict,VERB,2
industry,NOUN,4
country,NOUN,1
companion,NOUN,1
profession,PROPN,1
application,NOUN,9
area,NOUN,6
informational,ADJ,1
purpose,NOUN,4
rather,ADV,9
strong,ADJ,2
evidence,NOUN,2
consider,VERB,7
extension,NOUN,2
inclusion,PROPN,1
template,NOUN,23
discussion,NOUN,5
weaknesse,ADJ,3
put,VERB,3
context,NOUN,6
align,VERB,1
place,NOUN,1
proximity,NOUN,1
shall,AUX,1
write,VERB,3
style,NOUN,1
format,NOUN,2
ach,NOUN,1
align,NOUN,1
reference,NOUN,2
consistent,ADJ,5
p,PROPN,9
mbok,PROPN,3
intend,ADJ,1
prescriptive,ADJ,1
evolution,PROPN,1
pre,PROPN,1
begin,VERB,1
exploration,NOUN,1
develop,VERB,13
rst,PRON,1
focus,PROPN,2
place,VERB,3
single,ADJ,6
program,NOUN,1
portfolio,NOUN,1
couple,NOUN,1
section,NOUN,4
third,PROPN,5
april,PROPN,2
standards,PROPN,19
members,PROPN,2
advisory,PROPN,3
group,PROPN,7
mag,PROPN,4
charter,NOUN,6
cynthia,PROPN,2
berg,PROPN,2
pmp,PROPN,186
manager,PROPN,7
dr,PROPN,3
david,PROPN,12
hulett,PROPN,2
deputy,PROPN,3
rovide,NOUN,1
clear,ADV,1
recognize,VERB,1
expand,VERB,2
contradict,ADJ,1
concept,NOUN,4
limit,NOUN,1
describe,NOUN,1
chapter,PROPN,6
update,VERB,1
team,PROPN,7
practitioner,NOUN,3
profession,NOUN,2
describes,PROPN,1
unique,ADJ,1
template,VERB,1
address,NOUN,12
relative,ADJ,11
uide,ADJ,1
glossary,PROPN,5
glossary,ADJ,2
contain,NOUN,3
contradiction,NOUN,1
text,NOUN,2
explanation,NOUN,1
align,PROPN,1
contradict,NOUN,1
style,PROPN,1
north,PROPN,1
american,ADJ,1
english,PROPN,1
translatable,NOUN,1
offi,PROPN,3
cial,ADJ,2
language,NOUN,2
sensitive,ADJ,1
cultural,ADJ,2
issue,NOUN,7
mean,ADJ,4
content,NOUN,1
acceptable,ADJ,3
select,ADJ,5
solicit,PROPN,1
respond,VERB,2
comment,NOUN,7
product,NOUN,6
open,VERB,1
inclusive,ADJ,1
preliminary,PROPN,1
work,PROPN,1
understand,NOUN,2
apply,AUX,1
successfully,ADV,1
core,NOUN,2
initially,ADV,2
form,VERB,3
fall,NOUN,1
consist,NOUN,1
hillson,PROPN,2
kik,PROPN,2
piney,PROPN,2
kris,PROPN,1
persun,PROPN,2
scope,PROPN,2
p,NOUN,10
uide,ADP,1
commission,NOUN,1
result,VERB,6
non,ADJ,8
contradictory,ADJ,1
exposure,PROPN,4
consensus,PROPN,4
submit,NOUN,1
exposure,NOUN,3
draft,NOUN,2
winter,NOUN,1
expose,NOUN,1
march,PROPN,2
acceptance,NOUN,2
rate,NOUN,2
outright,ADJ,1
modifi,PROPN,2
cation,NOUN,2
submit,VERB,1
resultant,ADJ,1
concurrence,NOUN,1
program,PROPN,4
offi,ADJ,1
ballot,NOUN,3
twenty,PROPN,1
eight,NUM,1
participate,ADJ,1
participating,NOUN,1
pm,PROPN,2
participation,NOUN,2
confl,NOUN,1
ict,PROPN,1
balloting,NOUN,1
period,NOUN,3
return,NOUN,1
voting,NOUN,1
result,NOUN,18
affi,PROPN,4
rmative,ADJ,3
pertain,NOUN,1
revision,NOUN,1
possible,ADJ,10
adjudication,NOUN,1
contributors,PROPN,4
reviewers,PROPN,2
list,NOUN,26
alphabetically,ADV,1
group,VERB,1
contribute,NOUN,4
development,NOUN,4
production,NOUN,1
ractice,NOUN,4
simple,ADJ,8
even,ADV,1
multiple,ADJ,2
adequately,ADV,1
convey,NOUN,1
contribution,NOUN,4
volunteer,NOUN,1
grateful,ADJ,1
acknowledge,ADJ,1
core,PROPN,3
individual,NOUN,6
serve,VERB,4
contributor,NOUN,1
leader,NOUN,2
pct,PROPN,1
ann,PROPN,3
phd,NOUN,13
phd,PROPN,1
frsa,PROPN,1
firm,PROPN,1
kristine,PROPN,1
crispin,PROPN,1
bsc,VERB,1
kristin,PROPN,1
vitello,PROPN,1
specialist,PROPN,2
nan,PROPN,1
wolfslayer,PROPN,1
astd,PROPN,1
signifi,PROPN,1
sub,PROPN,1
input,VERB,2
jeannette,PROPN,1
horne,PROPN,1
participate,VERB,2
ahmad,PROPN,2
khairiri,PROPN,1
abdul,PROPN,1
ghani,PROPN,1
pe,PROPN,7
mba,PROPN,29
archie,PROPN,1
addo,PROPN,1
priumvada,PROPN,1
agarwal,PROPN,1
upinder,PROPN,1
aggarwal,PROPN,1
asif,PROPN,1
amr,PROPN,1
nabil,PROPN,1
ahmed,PROPN,3
msc,NOUN,8
jose,PROPN,2
correia,PROPN,1
alberto,PROPN,1
meng,PROPN,2
citp,PROPN,1
salvador,PROPN,1
alvarez,PROPN,1
chukwudi,PROPN,1
anakudo,PROPN,1
ananthalakshmi,PROPN,1
anbuselvan,PROPN,1
jagathnarayanan,PROPN,1
angyan,PROPN,1
fie,PROPN,1
rodrigo,PROPN,2
ariza,PROPN,1
pedro,PROPN,2
carlos,PROPN,2
auler,PROPN,1
michael,PROPN,4
avery,PROPN,1
sai,PROPN,1
swaminathan,PROPN,1
baba,PROPN,1
subramanyan,PROPN,1
teddy,PROPN,1
alton,PROPN,1
barnes,PROPN,1
gail,PROPN,1
ellen,PROPN,1
bartz,PROPN,1
benfell,PROPN,1
paul,PROPN,4
bennett,PROPN,1
douglas,PROPN,2
berry,PROPN,1
mamoun,PROPN,1
besaiso,PROPN,1
timothy,PROPN,1
birus,PROPN,1
dave,PROPN,1
bond,PROPN,1
kiron,PROPN,1
bondale,PROPN,1
blaine,PROPN,1
w,PROPN,4
boxwell,PROPN,1
eduardo,PROPN,3
braga,PROPN,1
valerie,PROPN,1
claire,PROPN,1
brasse,PROPN,1
joan,PROPN,2
browne,PROPN,1
bsc,NOUN,1
adrian,PROPN,1
busch,PROPN,1
john,PROPN,6
byrne,PROPN,1
dba,PROPN,1
rajan,PROPN,1
cadena,PROPN,1
franco,PROPN,1
caron,PROPN,1
william,PROPN,2
chadick,PROPN,1
dm,PROPN,1
souray,PROPN,1
chakraborty,PROPN,1
harshavardhan,PROPN,1
chakravarti,PROPN,1
bs,PROPN,2
shanthi,PROPN,1
chandrasekar,PROPN,2
noman,PROPN,1
zafar,PROPN,1
chaudry,PROPN,1
vijay,PROPN,1
chauhan,PROPN,1
subrahmanyam,PROPN,1
chinta,VERB,1
vn,PROPN,1
carolyn,PROPN,1
chomik,PROPN,1
church,PROPN,1
glenda,PROPN,1
clark,PROPN,2
lorri,PROPN,1
cline,PROPN,1
corless,PROPN,1
anthony,PROPN,2
r,PROPN,10
corridore,PROPN,1
coughlin,PROPN,1
philip,PROPN,2
nancy,PROPN,3
cygan,PROPN,1
ms,PROPN,5
marco,PROPN,1
aurélio,PROPN,1
danelon,PROPN,1
karel,PROPN,1
bakker,PROPN,1
thijs,PROPN,1
jong,PROPN,1
alfredo,PROPN,1
del,PROPN,1
cano,PROPN,1
peter,PROPN,2
zouza,PROPN,1
mello,PROPN,1
sps,PROPN,1
cheryl,PROPN,1
dennis,PROPN,1
raveesh,PROPN,1
dewan,PROPN,1
ricardo,PROPN,1
rego,PROPN,1
barros,PROPN,1
driessnack,PROPN,1
matt,PROPN,1
dubois,PROPN,1
jason,PROPN,1
eddinger,PROPN,1
maliha,PROPN,1
elahi,PROPN,1
norman,PROPN,1
epstein,PROPN,1
joel,PROPN,1
erickson,PROPN,1
fernandes,PROPN,1
espirito,PROPN,1
santo,PROPN,1
giovanni,PROPN,1
fanduiz,PROPN,1
geneviève,PROPN,1
faragó,PROPN,1
mario,PROPN,1
fiallo,PROPN,1
carranco,PROPN,1
leslie,PROPN,1
fiedler,PROPN,1
fleischer,PROPN,1
kirby,PROPN,1
fortenberry,PROPN,1
lynn,PROPN,2
francis,PROPN,1
michelle,PROPN,2
franklin,PROPN,1
tracy,PROPN,1
fritz,PROPN,1
andrew,PROPN,2
fry,PROPN,1
cma,PROPN,1
kamlesh,PROPN,1
gandhi,PROPN,1
pqs,PROPN,1
nélio,PROPN,1
gaspar,PROPN,1
tina,PROPN,1
gilrein,PROPN,1
mpm,PROPN,7
silvio,PROPN,1
hernan,PROPN,1
giraldo,PROPN,1
cbcp,PROPN,1
vikram,PROPN,1
godboley,PROPN,1
vivek,PROPN,2
goel,PROPN,1
francisco,PROPN,1
gomez,PROPN,1
serge,PROPN,1
goncharov,PROPN,1
pgmp,PROPN,5
ronald,PROPN,1
goodwin,PROPN,1
priyesh,PROPN,1
gopalakrishnan,PROPN,1
robert,PROPN,3
grant,PROPN,1
steve,PROPN,3
grunewald,PROPN,1
denise,PROPN,1
guerin,PROPN,1
sanjay,PROPN,1
gupta,PROPN,1
cristine,PROPN,1
gusmão,PROPN,1
heidi,PROPN,1
hahn,PROPN,1
laurie,PROPN,1
hall,PROPN,1
harding,PROPN,1
balasubramaniam,PROPN,1
hari,PROPN,1
gopal,PROPN,1
fca,PROPN,1
chandrashekar,PROPN,1
hassan,PROPN,1
henry,PROPN,2
hattenrath,PROPN,1
haugh,PROPN,1
hendricks,PROPN,1
arnold,PROPN,1
hill,PROPN,1
rosemarie,PROPN,1
hilt,PROPN,1
george,PROPN,2
hopman,PROPN,1
sean,PROPN,1
hugo,PROPN,1
humphrey,PROPN,1
walter,PROPN,2
hussey,PROPN,1
jackelen,PROPN,1
ramona,PROPN,1
jackson,PROPN,1
dhanojkumar,PROPN,1
jadhav,PROPN,1
ayo,PROPN,1
jemiri,PROPN,1
stephen,PROPN,2
johns,PROPN,1
kenneth,PROPN,2
johnson,PROPN,1
valeri,PROPN,1
jonas,PROPN,1
ba,PROPN,1
honours,PROPN,1
oxon,PROPN,1
roy,PROPN,2
joslin,PROPN,1
krishna,PROPN,2
kallapur,PROPN,1
rita,PROPN,1
kaul,PROPN,1
mariya,PROPN,1
kehoe,PROPN,1
rameshchandra,PROPN,2
ketharaju,PROPN,2
amir,PROPN,1
kheir,PROPN,1
behrad,PROPN,1
kiafar,PROPN,1
konstantinos,PROPN,1
kirytopoulos,PROPN,1
ilkka,PROPN,1
koskinen,PROPN,1
alejandro,PROPN,1
kowiendl,PROPN,1
v,PROPN,2
capm,PROPN,4
jeyakumar,PROPN,1
krishamoorthy,PROPN,1
lars,PROPN,1
kruse,PROPN,1
polisetty,PROPN,2
veera,PROPN,2
subrahmanya,PROPN,2
kumar,PROPN,5
cissp,PROPN,2
cisa,PROPN,2
sasi,PROPN,1
vijaya,PROPN,2
kurada,PROPN,1
elise,PROPN,1
labre,PROPN,1
larson,PROPN,1
wei,PROPN,1
lee,PROPN,1
lie,PROPN,1
guilherme,PROPN,1
pereira,PROPN,1
lima,PROPN,1
bernard,PROPN,1
lindekens,PROPN,1
renato,PROPN,1
lourenço,PROPN,1
da,PROPN,1
silva,PROPN,3
vasantha,PROPN,1
manda,PROPN,1
edmond,PROPN,1
matevosian,PROPN,1
rivalino,PROPN,1
matias,PROPN,1
jr,PROPN,2
peña,PROPN,1
torres,PROPN,1
nestor,PROPN,1
mauricio,PROPN,1
jme,PROPN,1
maxwell,PROPN,1
alvis,PROPN,1
mcginty,PROPN,1
traci,PROPN,1
mcintosh,PROPN,1
ramesh,PROPN,2
menon,PROPN,1
concepcion,PROPN,1
merino,PROPN,1
mileham,PROPN,1
waqar,PROPN,1
mirza,PROPN,1
shipra,PROPN,1
mitra,PROPN,1
siddique,PROPN,1
mohammed,PROPN,1
guillermo,PROPN,1
molina,PROPN,1
leon,PROPN,1
sergio,PROPN,2
monaco,PROPN,1
mcts,PROPN,2
elizabeth,PROPN,2
mejia,PROPN,1
montanez,PROPN,1
flavio,PROPN,1
montenegro,PROPN,1
mohammad,PROPN,1
moradi,PROPN,1
linda,PROPN,3
morgan,PROPN,1
msis,PROPN,1
rick,PROPN,1
morris,PROPN,2
tania,PROPN,1
saradhi,PROPN,1
motamarri,PROPN,1
mtech,PROPN,1
mark,PROPN,2
munster,PROPN,1
ronan,PROPN,1
murphy,PROPN,1
ceng,PROPN,1
carlo,PROPN,13
muzzarelli,PROPN,1
nedney,PROPN,1
rob,PROPN,1
nelson,PROPN,1
vaman,PROPN,1
nene,PROPN,1
nguyen,PROPN,1
naema,PROPN,1
nunnery,PROPN,1
jillian,PROPN,1
connell,PROPN,1
daryl,PROPN,1
k,PROPN,3
ono,PROPN,1
armin,PROPN,1
oppitz,PROPN,1
daniel,PROPN,1
pacholski,PROPN,1
abhimanyu,PROPN,1
parasher,PROPN,1
patrick,PROPN,3
scott,PROPN,3
patton,PROPN,1
mridul,PROPN,1
chris,PROPN,2
payne,PROPN,1
sameer,PROPN,1
penakalapati,PROPN,1
alexandre,PROPN,1
perali,PROPN,1
sharon,PROPN,1
perez,PROPN,1
suarez,PROPN,1
lavinia,PROPN,1
petcu,PROPN,1
bruce,PROPN,3
petro,PROPN,1
krista,PROPN,1
pizzurro,PROPN,1
roberto,PROPN,1
pons,PROPN,2
carl,PROPN,2
pro,PROPN,1
julie,PROPN,1
purcell,PROPN,1
mcse,VERB,1
sridhar,PROPN,1
pydah,PROPN,1
raman,PROPN,1
randolph,PROPN,1
pmba,PROPN,1
jennifer,PROPN,1
read,VERB,1
cmc,PROPN,1
caroline,PROPN,1
robison,PROPN,2
fabiano,PROPN,1
rollim,PROPN,1
edward,PROPN,1
rowe,PROPN,1
ruchkall,PROPN,1
joseph,PROPN,1
sabatini,PROPN,1
fawzia,PROPN,1
salahuddin,PROPN,1
mcs,PROPN,1
salem,PROPN,1
mahaboob,PROPN,1
saliha,PROPN,1
sherriff,PROPN,1
sivakumar,PROPN,2
sanyasi,PROPN,1
rudolf,PROPN,1
schenker,PROPN,1
marcio,PROPN,1
schmidt,PROPN,1
bill,PROPN,1
schneider,PROPN,1
ravi,PROPN,1
shanker,PROPN,1
viresh,PROPN,1
shah,PROPN,1
jeff,PROPN,1
shore,PROPN,1
evandro,PROPN,1
maria,PROPN,1
isabel,PROPN,1
sumano,PROPN,1
simants,PROPN,1
kathy,PROPN,1
slater,PROPN,1
shaun,PROPN,1
smith,PROPN,1
solorzano,PROPN,1
mauro,PROPN,1
sotille,PROPN,1
mandayam,PROPN,1
sriram,PROPN,1
tournis,PROPN,1
stamatis,PROPN,1
fred,PROPN,1
stein,PROPN,1
roeland,PROPN,1
stellingwerff,PROPN,1
jim,PROPN,1
stewart,PROPN,1
prasanna,PROPN,1
sugavanam,PROPN,1
ramakrishnan,PROPN,2
sundararaman,PROPN,1
matthias,PROPN,1
svane,PROPN,1
amin,PROPN,1
tabatabayi,PROPN,1
venerando,PROPN,1
tangco,PROPN,1
csm,PROPN,2
suresh,PROPN,1
tata,PROPN,1
acs,PROPN,1
patel,PROPN,1
tejesh,PROPN,1
sarma,PROPN,1
tekumalla,PROPN,1
jacqueline,PROPN,1
teo,PROPN,1
tessier,PROPN,1
gangesh,PROPN,1
thakur,PROPN,1
cpim,PROPN,1
vadivelu,PROPN,1
thanicachalam,PROPN,1
ing,PROPN,2
biagio,PROPN,1
tramontana,PROPN,1
subhash,PROPN,1
tuladhar,PROPN,1
ruth,PROPN,2
h,PROPN,4
vandegrift,PROPN,1
sri,PROPN,1
pavan,PROPN,1
vardan,PROPN,1
vemu,PROPN,1
christoph,PROPN,2
verschuere,PROPN,1
ir,PROPN,1
cism,PROPN,1
marianne,PROPN,1
viegas,PROPN,1
yiannis,PROPN,1
vithynos,PROPN,1
waddell,PROPN,1
waits,PROPN,1
jr,INTJ,1
cpm,PROPN,2
kuan,PROPN,1
hsun,PROPN,1
wang,PROPN,1
watanabe,PROPN,1
james,PROPN,2
wattnem,PROPN,1
lisa,PROPN,1
winchester,PROPN,1
karen,PROPN,1
woodruff,PROPN,1
rn,ADP,1
cfnp,PROPN,1
yang,PROPN,1
luay,PROPN,1
zakaria,PROPN,1
xiaojun,PROPN,1
zhou,PROPN,1
final,PROPN,1
draft,PROPN,2
recommendation,NOUN,1
improve,VERB,2
marcos,PROPN,1
abreu,PROPN,1
billa,PROPN,1
dahaby,PROPN,1
issi,PROPN,1
josé,PROPN,1
alcalá,PROPN,1
gwendolyn,PROPN,1
darby,PROPN,1
mohd,PROPN,1
al,PROPN,1
kuwari,PROPN,1
anirban,PROPN,1
das,PROPN,1
tech,PROPN,1
ondiappan,PROPN,1
arivazhagan,PROPN,1
ari,PROPN,1
rmp,PROPN,5
terrell,PROPN,1
g,NOUN,1
dorn,PROPN,1
randall,PROPN,1
ash,PROPN,1
peggy,PROPN,1
drew,PROPN,1
imad,PROPN,1
babbili,PROPN,1
norberto,PROPN,1
figuerola,PROPN,1
ernest,PROPN,1
baker,PROPN,1
dudley,PROPN,1
sp,PROPN,1
jerry,PROPN,1
ball,PROPN,2
freauf,PROPN,1
ipma,PROPN,1
eng,PROPN,1
dimah,PROPN,1
barakat,PROPN,1
gabel,PROPN,1
msce,PROPN,1
suvransu,PROPN,1
basu,PROPN,1
oliver,PROPN,1
gildersleeve,PROPN,1
susanne,PROPN,1
bode,PROPN,1
kurt,PROPN,1
harris,PROPN,1
boschma,PROPN,1
jame,PROPN,1
healy,PROPN,1
calvo,PROPN,1
abarca,PROPN,1
hekala,PROPN,1
cqa,PROPN,1
marlene,PROPN,1
carnevali,PROPN,1
shirley,PROPN,1
hinton,PROPN,1
chadbourne,PROPN,1
felicia,PROPN,1
hong,PROPN,1
charters,PROPN,1
mapm,PROPN,1
msc,PROPN,1
manuel,PROPN,1
huerta,PROPN,1
tomio,PROPN,1
chiba,PROPN,1
kristian,PROPN,1
hurt,PROPN,1
patricia,PROPN,1
cohen,PROPN,1
werner,PROPN,1
jacobi,PROPN,1
wendra,PROPN,1
collet,PROPN,1
ashok,PROPN,1
jain,PROPN,1
itil,PROPN,2
syed,PROPN,1
asad,PROPN,1
jawed,PROPN,1
dirk,PROPN,1
kandadai,PROPN,1
rsig,PROPN,1
pritchard,PROPN,1
katz,PROPN,1
javier,PROPN,1
pumar,PROPN,1
gene,PROPN,1
kuki,PROPN,1
csqa,PROPN,1
abhilash,PROPN,1
kuzhikat,PROPN,1
ivan,PROPN,1
ramirez,PROPN,1
lierni,PROPN,1
alexander,PROPN,1
revin,PROPN,1
christopher,PROPN,1
maddox,PROPN,1
ribeiro,PROPN,1
mampilly,PROPN,1
cop,PROPN,1
srinivas,PROPN,1
mandgi,PROPN,1
sap,PROPN,1
hr,PROPN,1
sadegh,PROPN,1
roozbehi,PROPN,1
