Word,POS Tag,Frequency
sections,PROPN,2
show,VERB,1
figure,PROPN,5
response,PROPN,5
planning,PROPN,2
communicate,PROPN,1
communication,PROPN,1
various,ADJ,2
maintain,VERB,1
open,ADJ,2
result,NOUN,1
disseminate,VERB,1
approval,NOUN,2
obtain,NOUN,1
ensure,VERB,3
full,ADJ,2
acceptance,NOUN,2
cause,NOUN,2
culture,NOUN,1
disagreement,NOUN,1
concern,NOUN,1
present,ADJ,2
openly,ADV,1
involve,VERB,5
high,ADJ,1
level,NOUN,8
organization,NOUN,1
clearly,PROPN,1
defi,PROPN,2
related,PROPN,1
roles,PROPN,1
responsibilities,PROPN,1
dependent,ADJ,1
support,NOUN,4
involvement,NOUN,1
key,ADJ,1
assign,NOUN,5
people,NOUN,1
correspond,VERB,1
aware,ADJ,1
expect,VERB,2
understand,VERB,1
accept,VERB,2
need,NOUN,2
authority,NOUN,1
ownership,NOUN,1
political,ADJ,1
senior,ADJ,1
track,NOUN,1
associate,NOUN,2
relate,VERB,3
contingency,PROPN,1
reserve,PROPN,1
specify,PROPN,1
therefore,ADV,2
schedule,VERB,1
execution,NOUN,3
depend,VERB,1
uncertain,ADJ,1
perform,NOUN,1
warrant,NOUN,1
provide,PROPN,1
resources,PROPN,1
budget,PROPN,1
schedule,PROPN,1
e,NOUN,3
ach,NOUN,1
detail,NOUN,2
accordance,NOUN,2
methodology,NOUN,1
estimate,NOUN,2
cost,NOUN,4
duration,NOUN,1
update,NOUN,1
obtain,VERB,2
commitment,NOUN,1
stage,VERB,1
vital,ADJ,1
manager,NOUN,4
authorize,VERB,1
corresponding,ADJ,2
address,PROPN,2
interaction,PROPN,1
r,PROPN,1
common,ADJ,1
root,NOUN,1
categorization,NOUN,1
example,NOUN,3
use,VERB,3
tool,NOUN,7
breakdown,NOUN,1
structure,NOUN,2
affi,PROPN,1
nity,PROPN,1
diagram,PROPN,1
categorizing,NOUN,1
help,AUX,1
identify,VERB,6
situation,NOUN,3
aggregate,NOUN,1
perform,PROPN,2
quantitative,PROPN,1
analysis,PROPN,3
g,PROPN,2
ten,NUM,1
small,ADJ,1
relate,NOUN,3
combine,PROPN,1
big,ADJ,1
generic,ADJ,1
possible,ADJ,3
another,DET,1
interaction,NOUN,1
occur,VERB,5
one,NUM,1
affect,VERB,1
probability,NOUN,3
impact,NOUN,5
decide,VERB,2
strategy,NOUN,20
compromise,NOUN,2
since,SCONJ,1
propose,ADJ,2
mutually,ADV,1
exclusive,ADJ,1
counterproductive,ADJ,1
mitigate,NOUN,2
could,AUX,1
cost,VERB,1
money,NOUN,1
thereby,ADV,1
increase,VERB,2
pressure,NOUN,1
planning,NOUN,7
holistic,ADJ,1
view,NOUN,1
propose,VERB,2
make,VERB,1
sure,ADJ,1
coherent,ADJ,1
challenge,NOUN,1
treat,VERB,1
original,ADJ,1
overlook,VERB,1
total,ADJ,1
actually,ADV,2
ensure,PROPN,1
appropriate,PROPN,1
timely,PROPN,1
effective,PROPN,1
agreed,PROPN,1
general,ADJ,2
achievable,ADJ,1
assess,NOUN,2
criterion,NOUN,2
consistency,PROPN,1
value,NOUN,1
expectation,NOUN,1
technical,PROPN,1
feasibility,NOUN,1
ability,NOUN,1
outside,NOUN,1
balance,PROPN,1
improvement,NOUN,2
profi,NOUN,1
threats,PROPN,1
opportunities,PROPN,1
combine,VERB,1
well,INTJ,1
provide,VERB,2
integrate,NOUN,1
fully,ADV,1
combine,NOUN,1
incomplete,NOUN,1
invalid,VERB,1
develop,PROPN,1
strategies,PROPN,3
tactical,PROPN,1
minded,ADJ,1
rather,ADV,1
adopt,VERB,1
fi,NOUN,1
rst,ADJ,1
seem,VERB,1
strategic,ADJ,3
validate,NOUN,1
prior,ADV,1
detailed,ADJ,2
tactical,ADJ,2
approach,NOUN,3
expand,VERB,1
e,PROPN,1
assignment,NOUN,3
activity,NOUN,1
overview,NOUN,1
step,NOUN,3
arrive,VERB,1
complete,ADJ,2
give,VERB,1
affect,NOUN,1
select,NOUN,1
entity,NOUN,1
four,NUM,3
describe,NOUN,1
see,VERB,1
fig,PROPN,1
avoid,VERB,1
threat,PROPN,4
exploit,PROPN,1
opportunity,PROPN,4
either,DET,1
can,AUX,2
not,PART,2
able,ADJ,2
advantage,NOUN,1
transfer,PROPN,1
share,PROPN,1
transference,NOUN,1
third,ADJ,1
party,NOUN,1
well,NOUN,1
position,NOUN,1
particular,ADJ,1
enhance,PROPN,1
itigation,NOUN,1
enhancement,NOUN,1
widely,ADV,2
decrease,NOUN,1
increase,NOUN,1
accept,PROPN,1
apply,VERB,5
unless,SCONJ,1
case,NOUN,1
contingency,NOUN,3
fallback,NOUN,1
ahead,ADV,1
overall,PROPN,1
respond,VERB,1
cancel,PROPN,1
last,ADJ,1
resort,NOUN,1
unacceptable,ADJ,1
set,PROPN,1
business,NOUN,1
customer,NOUN,1
supplier,NOUN,1
share,NOUN,1
boundary,NOUN,1
modify,VERB,1
allocation,NOUN,1
delivery,NOUN,1
calendar,NOUN,1
etc,X,1
pursue,PROPN,1
despite,SCONJ,1
exposure,NOUN,2
exceed,VERB,1
desire,NOUN,1
tools,PROPN,2
techniques,PROPN,1
category,NOUN,2
technique,NOUN,5
creativity,NOUN,2
decision,NOUN,2
optimal,ADJ,2
strategy,PROPN,1
design,NOUN,1
turn,NOUN,2
transfer,NOUN,1
monitor,PROPN,2
control,PROPN,2
hese,NUM,1
use,NOUN,2
respectively,ADV,1
select,ADJ,2
translate,NOUN,1
show,NOUN,2
cation,NOUN,1
build,VERB,1
available,ADJ,1
information,NOUN,6
aim,NOUN,1
set,NOUN,1
subject,NOUN,1
matter,NOUN,1
expert,NOUN,1
employ,NOUN,1
explore,NOUN,1
option,NOUN,2
evaluate,VERB,3
selection,PROPN,1
establish,VERB,1
good,ADJ,1
subset,NOUN,1
selection,NOUN,1
uncertainty,NOUN,1
outcome,VERB,1
perform,VERB,1
quantitative,ADJ,1
resultant,ADJ,1
would,AUX,1
entail,VERB,1
iterative,ADJ,1
continue,VERB,1
deem,VERB,1
acceptable,ADJ,1
within,ADP,1
predefi,PROPN,1
ned,PROPN,2
threshold,NOUN,1
action,PROPN,1
choose,VERB,1
concrete,ADJ,1
exist,NOUN,1
contingent,NOUN,1
predefi,VERB,1
ned,ADJ,1
ownership,PROPN,1
responsibility,PROPN,1
assignment,PROPN,1
need,AUX,1
availability,NOUN,1
timely,ADV,1
enable,ADJ,1
monitoring,NOUN,1
imminence,NOUN,1
actual,ADJ,1
occurrence,NOUN,1
event,NOUN,1
defi,NOUN,1
nition,NOUN,1
measurable,ADJ,1
monitor,NOUN,1
require,NOUN,2
status,NOUN,1
change,VERB,1
characteristic,ADJ,1
effectiveness,NOUN,1
whether,SCONJ,2
keep,VERB,1
inform,NOUN,1
figure,NOUN,1
involved,ADJ,1
documenting,PROPN,1
results,PROPN,1
isk,NOUN,1
base,NOUN,1
place,NOUN,1
register,NOUN,2
often,ADV,1
refer,VERB,1
although,SCONJ,1
fact,VERB,1
integral,ADJ,1
register,VERB,1
add,PROPN,2
register,PROPN,1
record,NOUN,2
update,VERB,1
regularly,ADV,1
interested,ADJ,1
rapidly,ADV,1
access,NOUN,1
verify,VERB,1
corresponding,PROPN,1
w,PROPN,1
hile,AUX,1
implication,NOUN,1
inclusion,PROPN,1
modifi,PROPN,1
documentation,NOUN,1
formally,ADV,1
along,ADP,1
review,PROPN,1
document,PROPN,1
predicted,PROPN,1
exposure,PROPN,1
nce,NOUN,1
individual,NOUN,1
evaluation,NOUN,2
provide,NOUN,1
post,NOUN,1
assume,NOUN,1
