Word,POS Tag,Frequency
ciencie,NOUN,1
analysis,NOUN,4
coordinate,NOUN,1
response,NOUN,5
overlap,NOUN,1
reinforce,NOUN,1
institute,PROPN,4
practice,PROPN,4
r,PROPN,1
isk,NOUN,2
future,ADJ,3
would,AUX,2
matter,VERB,1
distinguish,ADJ,1
relate,NOUN,2
feature,NOUN,1
cause,VERB,2
causes,PROPN,1
circumstance,NOUN,3
currently,ADV,1
exist,VERB,1
certain,ADJ,1
exist,NOUN,1
future,NOUN,1
might,AUX,3
rise,NOUN,1
effects,PROPN,1
conditional,ADJ,1
directly,ADV,1
affect,VERB,4
one,NUM,5
associate,ADJ,2
chain,NOUN,1
structured,ADJ,1
statement,NOUN,1
ensure,VERB,4
three,NUM,1
element,NOUN,3
properly,ADV,1
describe,AUX,1
see,VERB,2
section,PROPN,1
cease,NOUN,1
become,VERB,1
threats,PROPN,1
issue,NOUN,3
problem,NOUN,1
benefi,NOUN,1
ts,ADP,2
problem,PROPN,1
benefi,PROPN,1
entail,PROPN,1
management,NOUN,17
action,NOUN,7
outside,ADP,2
scope,NOUN,1
individual,PROPN,1
risks,PROPN,2
overall,PROPN,1
useful,ADJ,1
consider,NOUN,1
level,NOUN,4
individual,ADJ,7
overall,ADJ,7
ndividual,ADJ,1
specifi,NOUN,3
positively,ADV,1
negatively,ADV,1
task,NOUN,2
understand,VERB,3
assist,NOUN,1
determine,NOUN,2
effort,NOUN,1
resource,NOUN,1
enhance,NOUN,1
chance,NOUN,1
success,NOUN,3
day,PROPN,1
day,NOUN,3
focus,VERB,1
order,NOUN,2
enhance,VERB,1
prospect,NOUN,1
successful,ADJ,2
outcome,NOUN,2
verall,NOUN,1
represent,VERB,2
whole,ADJ,2
sum,NOUN,1
since,SCONJ,2
rather,ADV,1
exposure,NOUN,2
stakeholder,NOUN,18
implication,NOUN,2
variation,PROPN,1
outcome,VERB,1
component,NOUN,2
strategic,ADJ,2
decision,NOUN,2
make,VERB,2
program,NOUN,1
portfolio,NOUN,1
governance,NOUN,1
investment,NOUN,1
sanction,NOUN,1
cancel,VERB,1
priority,NOUN,2
set,VERB,3
high,ADJ,1
necessary,ADJ,2
realistic,ADJ,1
target,NOUN,2
cost,NOUN,1
duration,NOUN,1
establish,VERB,1
contingency,NOUN,2
reserve,NOUN,1
require,VERB,3
protect,ADJ,1
appropriate,ADJ,3
judge,NOUN,1
whether,SCONJ,1
increase,NOUN,2
decrease,NOUN,1
implementation,NOUN,2
advance,NOUN,1
stakeholder,PROPN,3
attitudes,PROPN,1
attitude,NOUN,6
extent,NOUN,1
matter,NOUN,1
wide,ADJ,1
range,NOUN,2
factor,NOUN,2
infl,NOUN,1
uence,NOUN,1
scale,NOUN,1
activity,NOUN,3
strength,NOUN,1
public,ADJ,1
commitment,NOUN,2
performance,NOUN,1
sensitivity,NOUN,1
environmental,ADJ,1
industrial,ADJ,1
relation,NOUN,3
usually,ADV,4
result,VERB,3
desire,NOUN,1
certainty,PROPN,1
express,VERB,1
preference,NOUN,1
objective,VERB,1
another,DET,3
regard,NOUN,1
strongly,ADV,1
infl,VERB,1
uenced,ADJ,1
organization,NOUN,2
culture,NOUN,1
different,ADJ,2
less,ADV,1
open,ADJ,2
often,ADV,1
understanding,PROPN,1
toward,ADP,1
planning,NOUN,2
precede,PROPN,1
identifi,PROPN,8
cation,PROPN,2
optimize,NOUN,1
satisfaction,NOUN,1
result,NOUN,3
manage,VERB,2
proactively,ADV,1
deliberately,ADV,1
throughout,SCONJ,1
group,NOUN,1
fact,NOUN,1
single,ADJ,1
adopt,VERB,1
attitude,VERB,1
stage,NOUN,1
particular,ADJ,2
team,NOUN,4
international,PROPN,1
cross,PROPN,1
industry,NOUN,1
multi,ADJ,1
organizational,ADJ,1
iterative,PROPN,1
process,PROPN,1
nature,NOUN,2
change,NOUN,2
plan,NOUN,5
execute,NOUN,1
amount,NOUN,1
information,NOUN,1
available,ADJ,1
increase,VERB,1
time,NOUN,1
go,VERB,1
other,ADJ,1
new,ADJ,1
arise,NOUN,1
discover,PROPN,1
characteristic,ADJ,1
already,ADV,1
change,VERB,1
repeat,VERB,1
correspond,NOUN,1
progressively,ADV,1
elaborate,ADJ,1
throughout,ADP,2
lifetime,NOUN,1
remain,VERB,1
effective,ADJ,3
cation,NOUN,1
revisit,NOUN,2
periodically,ADV,1
progress,VERB,1
monitor,NOUN,1
adjust,VERB,1
accordingly,ADV,1
external,ADJ,1
signifi,NOUN,2
cantly,ADV,1
development,NOUN,1
initial,ADJ,1
assessment,NOUN,1
start,NOUN,1
end,NOUN,1
frequency,ADJ,1
depth,NOUN,1
review,NOUN,2
update,NOUN,1
depend,ADJ,1
volatility,NOUN,1
environment,NOUN,1
implement,VERB,1
timing,NOUN,1
update,VERB,1
communication,PROPN,1
roject,VERB,1
can,AUX,2
not,PART,2
take,VERB,1
place,NOUN,2
isolation,NOUN,1
success,PROPN,1
rely,VERB,1
heavily,ADV,1
communication,NOUN,5
r,NOUN,2
depend,VERB,2
comprehensive,ADJ,1
input,NOUN,2
nothing,PRON,1
overlook,VERB,1
realistically,ADV,1
assess,VERB,1
credibility,NOUN,1
act,NOUN,1
assure,NOUN,1
operate,VERB,1
conclusion,NOUN,1
produce,VERB,1
credible,ADJ,1
concerned,ADJ,1
demand,NOUN,1
honest,ADJ,2
rest,NOUN,1
meet,NOUN,1
need,VERB,1
refl,PROPN,1
ecte,NOUN,1
strategy,NOUN,1
responsibility,NOUN,6
role,NOUN,4
agree,VERB,2
upon,SCONJ,2
responsibility,PROPN,2
simplistic,ADJ,1
say,VERB,1
everyone,PRON,1
previously,ADV,1
state,AUX,1
however,ADV,1
leave,VERB,1
integral,ADJ,1
part,NOUN,1
anyone,PRON,1
interest,NOUN,1
achieve,VERB,1
play,NOUN,1
member,NOUN,1
roles,PROPN,1
ned,PROPN,2
communicate,VERB,1
individual,NOUN,1
hold,VERB,1
responsible,ADJ,1
accountable,ADJ,1
allocate,ADJ,1
well,ADV,1
implement,PROPN,1
allocate,VERB,1
lesson,NOUN,2
capture,NOUN,1
manager,PROPN,1
role,PROPN,1
manager,NOUN,5
deliver,VERB,1
fully,ADV,1
meet,VERB,1
accountable,PROPN,1
cid,NOUN,12
encourage,VERB,1
senior,ADJ,2
support,NOUN,1
determine,VERB,1
acceptable,ADJ,2
consultation,NOUN,1
develop,VERB,1
approve,ADJ,1
promote,VERB,1
facilitate,VERB,1
cid,VERB,1
participate,VERB,1
aspect,NOUN,1
approve,VERB,1
prior,ADJ,1
fund,NOUN,1
deal,NOUN,1
oversee,VERB,1
subcontractor,NOUN,1
supplier,NOUN,1
egularly,ADV,1
report,VERB,1
status,NOUN,1
recommendation,NOUN,1
maintain,VERB,1
escalate,NOUN,1
outside,ADJ,1
authority,NOUN,1
control,NOUN,1
release,NOUN,1
reserve,PROPN,1
fund,PROPN,1
appropriate,VERB,1
monitoring,PROPN,1
ciency,NOUN,1
effectiveness,NOUN,2
auditing,NOUN,1
documenting,NOUN,1
learn,VERB,1
